median_household_income,population,state,county,tract,county_name,GEOID
35525,6894,12,086,010900,Miami-Dade,12086010900
70313,4591,12,086,011003,Miami-Dade,12086011003
79417,4802,12,086,011008,Miami-Dade,12086011008
71875,6932,12,086,011009,Miami-Dade,12086011009
37235,5228,12,086,011010,Miami-Dade,12086011010
45189,4059,12,086,011011,Miami-Dade,12086011011
50417,2268,12,086,011012,Miami-Dade,12086011012
66597,3716,12,086,011013,Miami-Dade,12086011013
87917,4569,12,086,011014,Miami-Dade,12086011014
100556,10301,12,086,011015,Miami-Dade,12086011015
39347,3106,12,086,011103,Miami-Dade,12086011103
24700,5483,12,086,011104,Miami-Dade,12086011104
138750,4116,12,086,011105,Miami-Dade,12086011105
76846,4194,12,086,011106,Miami-Dade,12086011106
30462,7174,12,086,011203,Miami-Dade,12086011203
94107,1984,12,086,011204,Miami-Dade,12086011204
49637,3882,12,086,011205,Miami-Dade,12086011205
96295,3150,12,086,011206,Miami-Dade,12086011206
19583,4005,12,086,011301,Miami-Dade,12086011301
27877,6696,12,086,011302,Miami-Dade,12086011302
48168,3585,12,086,011405,Miami-Dade,12086011405
51699,3063,12,086,011406,Miami-Dade,12086011406
51369,3944,12,086,011407,Miami-Dade,12086011407
36034,5405,12,086,011408,Miami-Dade,12086011408
52530,6187,12,086,011409,Miami-Dade,12086011409
87248,3881,12,086,011410,Miami-Dade,12086011410
66330,2530,12,086,011411,Miami-Dade,12086011411
61290,7618,12,086,011412,Miami-Dade,12086011412
101452,5644,12,086,011500,Miami-Dade,12086011500
93221,3734,12,086,011601,Miami-Dade,12086011601
83092,4022,12,086,011602,Miami-Dade,12086011602
80667,1781,12,086,011701,Miami-Dade,12086011701
43763,4645,12,086,011702,Miami-Dade,12086011702
81587,3521,12,086,011800,Miami-Dade,12086011800
82147,5785,12,086,011900,Miami-Dade,12086011900
44101,3074,12,086,012001,Miami-Dade,12086012001
42540,5660,12,086,012002,Miami-Dade,12086012002
71181,2987,12,086,012101,Miami-Dade,12086012101
67917,4986,12,086,012102,Miami-Dade,12086012102
75687,3602,12,086,012103,Miami-Dade,12086012103
45636,2331,12,086,012104,Miami-Dade,12086012104
72259,3059,12,086,012105,Miami-Dade,12086012105
92714,5303,12,086,012200,Miami-Dade,12086012200
68673,2608,12,086,012301,Miami-Dade,12086012301
79694,4256,12,086,012302,Miami-Dade,12086012302
93340,5375,12,086,012401,Miami-Dade,12086012401
152548,3475,12,086,012402,Miami-Dade,12086012402
120811,1725,12,086,012403,Miami-Dade,12086012403
115919,1851,12,086,012501,Miami-Dade,12086012501
74154,4602,12,086,012502,Miami-Dade,12086012502
68101,3102,12,086,012601,Miami-Dade,12086012601
95353,3828,12,086,012602,Miami-Dade,12086012602
121250,11186,12,086,012701,Miami-Dade,12086012701
107644,4164,12,086,012702,Miami-Dade,12086012702
84333,4067,12,086,012801,Miami-Dade,12086012801
101563,3321,12,086,012802,Miami-Dade,12086012802
58313,4208,12,086,012900,Miami-Dade,12086012900
66063,4348,12,086,013000,Miami-Dade,12086013000
57068,5346,12,086,013100,Miami-Dade,12086013100
77121,2362,12,086,013201,Miami-Dade,12086013201
99583,3499,12,086,013202,Miami-Dade,12086013202
63938,2754,12,086,013301,Miami-Dade,12086013301
61979,3166,12,086,013302,Miami-Dade,12086013302
38367,5032,12,086,013400,Miami-Dade,12086013400
39831,5434,12,086,013500,Miami-Dade,12086013500
44688,5857,12,086,013600,Miami-Dade,12086013600
41081,6199,12,086,013700,Miami-Dade,12086013700
49483,2096,12,086,013801,Miami-Dade,12086013801
-666666666,4961,12,086,013802,Miami-Dade,12086013802
60066,4278,12,086,013900,Miami-Dade,12086013900
160333,1876,12,086,014100,Miami-Dade,12086014100
116591,4521,12,086,014200,Miami-Dade,12086014200
88750,3289,12,086,014300,Miami-Dade,12086014300
77276,4873,12,086,014400,Miami-Dade,12086014400
90293,4350,12,086,014500,Miami-Dade,12086014500
41646,3136,12,086,014601,Miami-Dade,12086014601
49970,4143,12,086,014602,Miami-Dade,12086014602
54940,2092,12,086,014701,Miami-Dade,12086014701
70423,3907,12,086,014702,Miami-Dade,12086014702
45930,5867,12,086,014800,Miami-Dade,12086014800
81389,5386,12,086,014900,Miami-Dade,12086014900
72313,5002,12,086,015001,Miami-Dade,12086015001
96953,4922,12,086,015002,Miami-Dade,12086015002
126213,4619,12,086,015101,Miami-Dade,12086015101
104647,2940,12,086,015102,Miami-Dade,12086015102
166250,3790,12,086,015103,Miami-Dade,12086015103
103846,3121,12,086,015201,Miami-Dade,12086015201
85625,4201,12,086,015202,Miami-Dade,12086015202
110500,6643,12,086,015300,Miami-Dade,12086015300
84697,5666,12,086,015400,Miami-Dade,12086015400
46964,2684,12,086,015501,Miami-Dade,12086015501
86250,2937,12,086,015502,Miami-Dade,12086015502
77596,4624,12,086,015600,Miami-Dade,12086015600
114191,2221,12,086,015700,Miami-Dade,12086015700
62634,4896,12,086,015800,Miami-Dade,12086015800
68207,3153,12,086,015900,Miami-Dade,12086015900
70508,4331,12,086,016000,Miami-Dade,12086016000
96786,4245,12,086,016100,Miami-Dade,12086016100
80966,3012,12,086,016200,Miami-Dade,12086016200
97566,4622,12,086,016300,Miami-Dade,12086016300
145938,4652,12,086,016401,Miami-Dade,12086016401
96375,2390,12,086,016402,Miami-Dade,12086016402
104229,3522,12,086,016501,Miami-Dade,12086016501
137917,5417,12,086,016502,Miami-Dade,12086016502
69290,3652,12,086,016600,Miami-Dade,12086016600
90083,4539,12,086,016700,Miami-Dade,12086016700
56304,3796,12,086,016800,Miami-Dade,12086016800
60114,4558,12,086,016900,Miami-Dade,12086016900
56865,4768,12,086,017000,Miami-Dade,12086017000
53325,3747,12,086,017101,Miami-Dade,12086017101
98155,2799,12,086,017102,Miami-Dade,12086017102
78828,3732,12,086,017200,Miami-Dade,12086017200
41078,4014,12,086,017300,Miami-Dade,12086017300
63783,1510,12,086,017401,Miami-Dade,12086017401
78413,4891,12,086,017402,Miami-Dade,12086017402
40481,3592,12,086,017500,Miami-Dade,12086017500
55262,6789,12,086,017600,Miami-Dade,12086017600
64571,4602,12,086,017700,Miami-Dade,12086017700
53992,5907,12,086,017800,Miami-Dade,12086017800
103750,3958,12,086,017901,Miami-Dade,12086017901
116651,4669,12,086,017902,Miami-Dade,12086017902
112345,1529,12,086,018001,Miami-Dade,12086018001
109412,2602,12,086,018002,Miami-Dade,12086018002
86869,8306,12,086,018003,Miami-Dade,12086018003
51917,4814,12,086,018100,Miami-Dade,12086018100
81471,2815,12,086,018200,Miami-Dade,12086018200
72857,4367,12,086,018300,Miami-Dade,12086018300
57118,3754,12,086,018400,Miami-Dade,12086018400
71458,4824,12,086,018500,Miami-Dade,12086018500
76250,4418,12,086,018601,Miami-Dade,12086018601
77597,3864,12,086,018602,Miami-Dade,12086018602
80338,4391,12,086,018700,Miami-Dade,12086018700
118750,2729,12,086,018801,Miami-Dade,12086018801
61653,2654,12,086,018802,Miami-Dade,12086018802
78929,3654,12,086,018803,Miami-Dade,12086018803
100142,3091,12,086,018901,Miami-Dade,12086018901
93229,3357,12,086,018902,Miami-Dade,12086018902
78585,5686,12,086,019000,Miami-Dade,12086019000
61382,5364,12,086,019100,Miami-Dade,12086019100
82361,5210,12,086,019200,Miami-Dade,12086019200
79448,2955,12,086,019301,Miami-Dade,12086019301
79766,5024,12,086,019302,Miami-Dade,12086019302
108074,2693,12,086,019401,Miami-Dade,12086019401
85476,5924,12,086,019402,Miami-Dade,12086019402
91442,3769,12,086,019501,Miami-Dade,12086019501
91383,4526,12,086,019502,Miami-Dade,12086019502
126688,6530,12,086,019600,Miami-Dade,12086019600
91382,4060,12,086,019700,Miami-Dade,12086019700
104338,5450,12,086,019801,Miami-Dade,12086019801
139400,5021,12,086,019802,Miami-Dade,12086019802
57467,4093,12,086,019901,Miami-Dade,12086019901
73760,7053,12,086,019902,Miami-Dade,12086019902
74397,2320,12,086,020001,Miami-Dade,12086020001
112188,5269,12,086,020002,Miami-Dade,12086020002
77788,4465,12,086,020100,Miami-Dade,12086020100
54883,5754,12,086,020200,Miami-Dade,12086020200
80458,3331,12,086,020300,Miami-Dade,12086020300
63889,1373,12,086,490100,Miami-Dade,12086490100
-666666666,0,12,086,980100,Miami-Dade,12086980100
-666666666,0,12,086,980200,Miami-Dade,12086980200
-666666666,6016,12,086,980300,Miami-Dade,12086980300
-666666666,0,12,086,980400,Miami-Dade,12086980400
73375,411,12,086,980500,Miami-Dade,12086980500
-666666666,0,12,086,980600,Miami-Dade,12086980600
-666666666,1242,12,086,980700,Miami-Dade,12086980700
-666666666,0,12,086,980800,Miami-Dade,12086980800
-666666666,0,12,086,980900,Miami-Dade,12086980900
-666666666,0,12,086,981000,Miami-Dade,12086981000
51250,244,12,086,981100,Miami-Dade,12086981100
-666666666,0,12,086,981200,Miami-Dade,12086981200
-666666666,1884,12,086,981300,Miami-Dade,12086981300
-666666666,0,12,086,990000,Miami-Dade,12086990000
100833,2842,12,011,010102,Broward,12011010102
79574,3416,12,011,010103,Broward,12011010103
56509,2096,12,011,010104,Broward,12011010104
72776,3074,12,011,010201,Broward,12011010201
54107,3581,12,011,010202,Broward,12011010202
38750,3931,12,011,010304,Broward,12011010304
33887,5893,12,011,010305,Broward,12011010305
48235,2671,12,011,010306,Broward,12011010306
45407,5460,12,011,010307,Broward,12011010307
73188,5050,12,011,010308,Broward,12011010308
100825,5358,12,011,010401,Broward,12011010401
51131,3957,12,011,010402,Broward,12011010402
29063,4607,12,011,010403,Broward,12011010403
61162,8585,12,011,010405,Broward,12011010405
79525,4951,12,011,010406,Broward,12011010406
45442,5898,12,011,010407,Broward,12011010407
101136,2954,12,011,010502,Broward,12011010502
217909,23706,12,011,010503,Broward,12011010503
116271,5141,12,011,010504,Broward,12011010504
142264,8288,12,011,010601,Broward,12011010601
129013,5397,12,011,010603,Broward,12011010603
88854,4086,12,011,010604,Broward,12011010604
158527,7601,12,011,010605,Broward,12011010605
101767,7954,12,011,010606,Broward,12011010606
95491,4852,12,011,010609,Broward,12011010609
61100,7046,12,011,010610,Broward,12011010610
146775,3771,12,011,010611,Broward,12011010611
120526,6815,12,011,010612,Broward,12011010612
98978,2950,12,011,010613,Broward,12011010613
86840,2734,12,011,010614,Broward,12011010614
113292,4732,12,011,010615,Broward,12011010615
56041,5437,12,011,010701,Broward,12011010701
56211,10616,12,011,010702,Broward,12011010702
73214,8751,12,011,010800,Broward,12011010800
80372,2142,12,011,010901,Broward,12011010901
76753,3487,12,011,010902,Broward,12011010902
86250,2225,12,011,011000,Broward,12011011000
59683,8120,12,011,020101,Broward,12011020101
53538,5478,12,011,020103,Broward,12011020103
54909,2739,12,011,020104,Broward,12011020104
68750,6369,12,011,020204,Broward,12011020204
69167,6485,12,011,020205,Broward,12011020205
69417,4791,12,011,020206,Broward,12011020206
49760,2321,12,011,020209,Broward,12011020209
65603,5630,12,011,020210,Broward,12011020210
-666666666,3082,12,011,020211,Broward,12011020211
48055,3948,12,011,020212,Broward,12011020212
48929,3946,12,011,020213,Broward,12011020213
89375,2683,12,011,020214,Broward,12011020214
59935,9445,12,011,020302,Broward,12011020302
55586,6344,12,011,020308,Broward,12011020308
92946,6118,12,011,020309,Broward,12011020309
60938,3416,12,011,020311,Broward,12011020311
85143,5126,12,011,020312,Broward,12011020312
59872,6209,12,011,020313,Broward,12011020313
55125,5853,12,011,020314,Broward,12011020314
97049,5584,12,011,020315,Broward,12011020315
73029,4300,12,011,020316,Broward,12011020316
108472,3260,12,011,020317,Broward,12011020317
139006,9760,12,011,020318,Broward,12011020318
93009,5730,12,011,020319,Broward,12011020319
73787,4820,12,011,020320,Broward,12011020320
103676,2248,12,011,020321,Broward,12011020321
109018,3975,12,011,020322,Broward,12011020322
54750,3826,12,011,020323,Broward,12011020323
58915,7405,12,011,020324,Broward,12011020324
77690,3887,12,011,020325,Broward,12011020325
80383,6073,12,011,020326,Broward,12011020326
75234,8629,12,011,020404,Broward,12011020404
45594,4902,12,011,020405,Broward,12011020405
72728,6784,12,011,020406,Broward,12011020406
61500,8820,12,011,020407,Broward,12011020407
36638,3269,12,011,020412,Broward,12011020412
59243,4803,12,011,020414,Broward,12011020414
73808,3547,12,011,020415,Broward,12011020415
75482,3809,12,011,020416,Broward,12011020416
43060,5527,12,011,020417,Broward,12011020417
86447,3187,12,011,020418,Broward,12011020418
93750,3896,12,011,020419,Broward,12011020419
95750,3265,12,011,020420,Broward,12011020420
70119,4572,12,011,020421,Broward,12011020421
51875,5243,12,011,020501,Broward,12011020501
47826,8360,12,011,020502,Broward,12011020502
91615,3899,12,011,030100,Broward,12011030100
53497,3926,12,011,030201,Broward,12011030201
58750,1540,12,011,030202,Broward,12011030202
67065,4365,12,011,030203,Broward,12011030203
41705,3308,12,011,030301,Broward,12011030301
58821,7225,12,011,030302,Broward,12011030302
74792,3316,12,011,030401,Broward,12011030401
27250,4963,12,011,030402,Broward,12011030402
48184,6645,12,011,030500,Broward,12011030500
41737,4421,12,011,030601,Broward,12011030601
65708,3923,12,011,030602,Broward,12011030602
96103,3501,12,011,030702,Broward,12011030702
47307,4828,12,011,030703,Broward,12011030703
61309,4581,12,011,030704,Broward,12011030704
44250,3406,12,011,030705,Broward,12011030705
38900,5485,12,011,030803,Broward,12011030803
38531,3110,12,011,030804,Broward,12011030804
56875,2155,12,011,030805,Broward,12011030805
56494,4182,12,011,030806,Broward,12011030806
81042,3495,12,011,030902,Broward,12011030902
64500,4052,12,011,030903,Broward,12011030903
87614,3993,12,011,030904,Broward,12011030904
55146,2596,12,011,031001,Broward,12011031001
70165,5122,12,011,031002,Broward,12011031002
78523,2167,12,011,031101,Broward,12011031101
62161,3803,12,011,031102,Broward,12011031102
75911,1310,12,011,031203,Broward,12011031203
62218,2899,12,011,031204,Broward,12011031204
76065,1538,12,011,031205,Broward,12011031205
94967,2836,12,011,031206,Broward,12011031206
103644,3700,12,011,031207,Broward,12011031207
59318,1288,12,011,040101,Broward,12011040101
81875,2536,12,011,040102,Broward,12011040102
75550,1587,12,011,040203,Broward,12011040203
67027,3197,12,011,040204,Broward,12011040204
82964,5279,12,011,040205,Broward,12011040205
87149,3462,12,011,040206,Broward,12011040206
51111,4509,12,011,040300,Broward,12011040300
78618,2372,12,011,040401,Broward,12011040401
120995,2948,12,011,040402,Broward,12011040402
85500,3970,12,011,040502,Broward,12011040502
65125,1432,12,011,040503,Broward,12011040503
98473,1212,12,011,040505,Broward,12011040505
93375,2108,12,011,040506,Broward,12011040506
106728,3392,12,011,040601,Broward,12011040601
91186,3061,12,011,040602,Broward,12011040602
104388,2738,12,011,040701,Broward,12011040701
83047,3960,12,011,040702,Broward,12011040702
64390,4909,12,011,040801,Broward,12011040801
68659,4611,12,011,040802,Broward,12011040802
45423,4491,12,011,040901,Broward,12011040901
57067,4860,12,011,040902,Broward,12011040902
51500,2915,12,011,041000,Broward,12011041000
44785,5306,12,011,041100,Broward,12011041100
41771,5278,12,011,041200,Broward,12011041200
54981,8609,12,011,041300,Broward,12011041300
41149,4258,12,011,041400,Broward,12011041400
23807,4825,12,011,041500,Broward,12011041500
43678,3067,12,011,041601,Broward,12011041601
46566,4297,12,011,041602,Broward,12011041602
44528,4307,12,011,041700,Broward,12011041700
133375,1779,12,011,041801,Broward,12011041801
75580,3532,12,011,041802,Broward,12011041802
120486,3338,12,011,041900,Broward,12011041900
132000,2831,12,011,042000,Broward,12011042000
101023,2580,12,011,042100,Broward,12011042100
122015,2479,12,011,042200,Broward,12011042200
86750,3954,12,011,042301,Broward,12011042301
83462,1494,12,011,042302,Broward,12011042302
250001,1482,12,011,042400,Broward,12011042400
93424,4375,12,011,042501,Broward,12011042501
122758,5815,12,011,042502,Broward,12011042502
92161,2995,12,011,042601,Broward,12011042601
83440,2352,12,011,042602,Broward,12011042602
62794,5460,12,011,042700,Broward,12011042700
44322,4515,12,011,042801,Broward,12011042801
51864,2216,12,011,042802,Broward,12011042802
74107,8802,12,011,042900,Broward,12011042900
141596,1798,12,011,043001,Broward,12011043001
66241,7059,12,011,043002,Broward,12011043002
96932,5266,12,011,043100,Broward,12011043100
109000,4892,12,011,043301,Broward,12011043301
62469,2086,12,011,043302,Broward,12011043302
56830,4381,12,011,050100,Broward,12011050100
58937,5402,12,011,050204,Broward,12011050204
78125,2712,12,011,050205,Broward,12011050205
73500,4817,12,011,050206,Broward,12011050206
58451,6685,12,011,050207,Broward,12011050207
62361,4127,12,011,050208,Broward,12011050208
70652,8547,12,011,050301,Broward,12011050301
56591,6100,12,011,050306,Broward,12011050306
44298,3459,12,011,050308,Broward,12011050308
34375,3069,12,011,050309,Broward,12011050309
33090,3783,12,011,050311,Broward,12011050311
29531,2636,12,011,050312,Broward,12011050312
27471,4199,12,011,050313,Broward,12011050313
29754,3787,12,011,050314,Broward,12011050314
41932,2260,12,011,050315,Broward,12011050315
50854,1980,12,011,050316,Broward,12011050316
67301,4179,12,011,050401,Broward,12011050401
78796,4520,12,011,050402,Broward,12011050402
63056,3023,12,011,050501,Broward,12011050501
63405,5251,12,011,050502,Broward,12011050502
93571,3207,12,011,050601,Broward,12011050601
61359,3528,12,011,050602,Broward,12011050602
69205,3685,12,011,050701,Broward,12011050701
58850,7714,12,011,050702,Broward,12011050702
54241,5518,12,011,050800,Broward,12011050800
85871,5155,12,011,050900,Broward,12011050900
71332,3717,12,011,051001,Broward,12011051001
81888,2722,12,011,051002,Broward,12011051002
54939,6874,12,011,060105,Broward,12011060105
50226,4821,12,011,060107,Broward,12011060107
98429,3973,12,011,060109,Broward,12011060109
57421,6880,12,011,060111,Broward,12011060111
72361,6884,12,011,060113,Broward,12011060113
90071,6399,12,011,060114,Broward,12011060114
59471,7328,12,011,060115,Broward,12011060115
75411,6976,12,011,060116,Broward,12011060116
48281,6738,12,011,060117,Broward,12011060117
96359,4951,12,011,060118,Broward,12011060118
107083,7241,12,011,060119,Broward,12011060119
117810,7501,12,011,060120,Broward,12011060120
128967,5076,12,011,060121,Broward,12011060121
78500,6404,12,011,060122,Broward,12011060122
69781,3568,12,011,060123,Broward,12011060123
44061,6272,12,011,060124,Broward,12011060124
81282,2232,12,011,060125,Broward,12011060125
113027,5469,12,011,060126,Broward,12011060126
60580,3190,12,011,060127,Broward,12011060127
45446,7046,12,011,060128,Broward,12011060128
51308,2188,12,011,060129,Broward,12011060129
45664,5456,12,011,060130,Broward,12011060130
51756,6671,12,011,060203,Broward,12011060203
42903,4943,12,011,060206,Broward,12011060206
44716,4949,12,011,060207,Broward,12011060207
49928,6040,12,011,060208,Broward,12011060208
69643,2543,12,011,060209,Broward,12011060209
103500,3172,12,011,060210,Broward,12011060210
40604,4659,12,011,060211,Broward,12011060211
105577,3430,12,011,060212,Broward,12011060212
28666,2852,12,011,060214,Broward,12011060214
28612,2429,12,011,060215,Broward,12011060215
42715,7888,12,011,060302,Broward,12011060302
38319,6883,12,011,060303,Broward,12011060303
49875,3408,12,011,060304,Broward,12011060304
51875,1911,12,011,060305,Broward,12011060305
42838,2197,12,011,060306,Broward,12011060306
42702,4986,12,011,060401,Broward,12011060401
42459,6826,12,011,060402,Broward,12011060402
27257,1573,12,011,060404,Broward,12011060404
35612,3165,12,011,060405,Broward,12011060405
54250,6485,12,011,060501,Broward,12011060501
104209,4379,12,011,060503,Broward,12011060503
110774,4368,12,011,060504,Broward,12011060504
55824,4408,12,011,060505,Broward,12011060505
85298,5132,12,011,060603,Broward,12011060603
81947,4659,12,011,060605,Broward,12011060605
49926,5217,12,011,060606,Broward,12011060606
118269,2930,12,011,060607,Broward,12011060607
68404,7407,12,011,060608,Broward,12011060608
93185,3917,12,011,060609,Broward,12011060609
100489,3074,12,011,060700,Broward,12011060700
63438,1424,12,011,060801,Broward,12011060801
63641,7219,12,011,060802,Broward,12011060802
107396,4146,12,011,060900,Broward,12011060900
137105,6358,12,011,061001,Broward,12011061001
113897,2950,12,011,061003,Broward,12011061003
83288,6909,12,011,061004,Broward,12011061004
61067,7592,12,011,061100,Broward,12011061100
69048,1520,12,011,070102,Broward,12011070102
87561,5452,12,011,070103,Broward,12011070103
48650,5814,12,011,070104,Broward,12011070104
51484,6468,12,011,070204,Broward,12011070204
95688,5975,12,011,070205,Broward,12011070205
121821,7404,12,011,070208,Broward,12011070208
150221,4922,12,011,070209,Broward,12011070209
60588,3713,12,011,070210,Broward,12011070210
107096,5787,12,011,070211,Broward,12011070211
69200,3728,12,011,070212,Broward,12011070212
61108,3368,12,011,070213,Broward,12011070213
109169,8380,12,011,070304,Broward,12011070304
137237,7627,12,011,070306,Broward,12011070306
111012,4429,12,011,070310,Broward,12011070310
123162,5565,12,011,070311,Broward,12011070311
157532,6763,12,011,070312,Broward,12011070312
158807,5590,12,011,070314,Broward,12011070314
158906,4979,12,011,070315,Broward,12011070315
130801,5534,12,011,070316,Broward,12011070316
173750,6556,12,011,070318,Broward,12011070318
163352,3930,12,011,070319,Broward,12011070319
148605,8176,12,011,070320,Broward,12011070320
86902,3166,12,011,070321,Broward,12011070321
67258,3298,12,011,070323,Broward,12011070323
53750,5603,12,011,070324,Broward,12011070324
101691,5069,12,011,070325,Broward,12011070325
192059,6288,12,011,070326,Broward,12011070326
70370,5641,12,011,070327,Broward,12011070327
95536,1039,12,011,070328,Broward,12011070328
221222,3454,12,011,070329,Broward,12011070329
177279,3700,12,011,070330,Broward,12011070330
153214,8793,12,011,070331,Broward,12011070331
117366,5793,12,011,070401,Broward,12011070401
150107,3865,12,011,070402,Broward,12011070402
107000,5520,12,011,070403,Broward,12011070403
137208,3655,12,011,070404,Broward,12011070404
116064,5039,12,011,070405,Broward,12011070405
112321,5715,12,011,070501,Broward,12011070501
86080,6534,12,011,070503,Broward,12011070503
37333,4958,12,011,070504,Broward,12011070504
55917,4986,12,011,070601,Broward,12011070601
91926,7513,12,011,070602,Broward,12011070602
42472,4404,12,011,080102,Broward,12011080102
64474,1465,12,011,080103,Broward,12011080103
71062,2406,12,011,080104,Broward,12011080104
42574,3115,12,011,080105,Broward,12011080105
77851,1321,12,011,080200,Broward,12011080200
44917,3221,12,011,080402,Broward,12011080402
47925,6189,12,011,080403,Broward,12011080403
54269,3023,12,011,080405,Broward,12011080405
77672,5991,12,011,080406,Broward,12011080406
41457,7334,12,011,080500,Broward,12011080500
112750,2074,12,011,090102,Broward,12011090102
76202,1617,12,011,090103,Broward,12011090103
65851,2947,12,011,090104,Broward,12011090104
100586,3937,12,011,090200,Broward,12011090200
46296,2676,12,011,090301,Broward,12011090301
23526,1956,12,011,090303,Broward,12011090303
63238,4623,12,011,090304,Broward,12011090304
56094,4560,12,011,090401,Broward,12011090401
44286,4234,12,011,090403,Broward,12011090403
45992,4469,12,011,090404,Broward,12011090404
112030,6866,12,011,090502,Broward,12011090502
77625,2740,12,011,090503,Broward,12011090503
47307,3296,12,011,090504,Broward,12011090504
62500,3132,12,011,090601,Broward,12011090601
75959,7556,12,011,090602,Broward,12011090602
94297,8371,12,011,090700,Broward,12011090700
80700,3767,12,011,090801,Broward,12011090801
52048,4408,12,011,090802,Broward,12011090802
120000,5319,12,011,090900,Broward,12011090900
83786,4461,12,011,091000,Broward,12011091000
48297,7441,12,011,091100,Broward,12011091100
65250,6186,12,011,091201,Broward,12011091201
66078,4295,12,011,091202,Broward,12011091202
82500,4454,12,011,091300,Broward,12011091300
55236,6297,12,011,091400,Broward,12011091400
60865,6345,12,011,091500,Broward,12011091500
39253,3565,12,011,091601,Broward,12011091601
45982,3374,12,011,091602,Broward,12011091602
67129,4529,12,011,091701,Broward,12011091701
52789,5148,12,011,091702,Broward,12011091702
62109,3307,12,011,091802,Broward,12011091802
44533,4194,12,011,091803,Broward,12011091803
62837,2293,12,011,091804,Broward,12011091804
73237,4196,12,011,091901,Broward,12011091901
44945,2498,12,011,091903,Broward,12011091903
41018,2281,12,011,091904,Broward,12011091904
79107,3598,12,011,092000,Broward,12011092000
39303,3480,12,011,100103,Broward,12011100103
30161,2863,12,011,100104,Broward,12011100104
65950,2613,12,011,100105,Broward,12011100105
47134,2849,12,011,100106,Broward,12011100106
73786,2035,12,011,100107,Broward,12011100107
71138,2661,12,011,100108,Broward,12011100108
45230,2288,12,011,100201,Broward,12011100201
34731,3180,12,011,100203,Broward,12011100203
46250,2782,12,011,100204,Broward,12011100204
73442,4694,12,011,100301,Broward,12011100301
35565,2422,12,011,100302,Broward,12011100302
35388,5948,12,011,100400,Broward,12011100400
28464,1312,12,011,100501,Broward,12011100501
44586,4238,12,011,100502,Broward,12011100502
65775,5146,12,011,100600,Broward,12011100600
46495,6319,12,011,100700,Broward,12011100700
46843,4274,12,011,100801,Broward,12011100801
62091,3479,12,011,100803,Broward,12011100803
45697,4133,12,011,100804,Broward,12011100804
90893,7495,12,011,110100,Broward,12011110100
103482,6800,12,011,110301,Broward,12011110301
156250,4339,12,011,110303,Broward,12011110303
110515,5962,12,011,110307,Broward,12011110307
77363,6522,12,011,110308,Broward,12011110308
60342,7061,12,011,110309,Broward,12011110309
81417,6992,12,011,110311,Broward,12011110311
75533,7105,12,011,110312,Broward,12011110312
69120,5121,12,011,110313,Broward,12011110313
91318,6745,12,011,110319,Broward,12011110319
120764,5709,12,011,110321,Broward,12011110321
59047,8002,12,011,110323,Broward,12011110323
128507,4553,12,011,110326,Broward,12011110326
119334,5703,12,011,110327,Broward,12011110327
91528,5916,12,011,110328,Broward,12011110328
126063,3624,12,011,110330,Broward,12011110330
101701,5657,12,011,110332,Broward,12011110332
117404,6480,12,011,110333,Broward,12011110333
24056,3641,12,011,110334,Broward,12011110334
63093,8060,12,011,110337,Broward,12011110337
64967,3407,12,011,110338,Broward,12011110338
61463,4617,12,011,110339,Broward,12011110339
51835,3799,12,011,110341,Broward,12011110341
119033,3579,12,011,110344,Broward,12011110344
109163,4477,12,011,110345,Broward,12011110345
63403,3785,12,011,110346,Broward,12011110346
137263,5688,12,011,110347,Broward,12011110347
76498,4938,12,011,110348,Broward,12011110348
84524,3978,12,011,110349,Broward,12011110349
122979,3009,12,011,110350,Broward,12011110350
34840,3537,12,011,110351,Broward,12011110351
75208,2711,12,011,110352,Broward,12011110352
67956,6445,12,011,110353,Broward,12011110353
17672,6053,12,011,110354,Broward,12011110354
27256,5004,12,011,110355,Broward,12011110355
94934,4063,12,011,110356,Broward,12011110356
143938,8005,12,011,110357,Broward,12011110357
114423,6101,12,011,110358,Broward,12011110358
173314,5242,12,011,110359,Broward,12011110359
164442,5261,12,011,110360,Broward,12011110360
151149,10174,12,011,110361,Broward,12011110361
70885,7117,12,011,110362,Broward,12011110362
103210,3999,12,011,110363,Broward,12011110363
86227,6720,12,011,110364,Broward,12011110364
79099,6471,12,011,110365,Broward,12011110365
78776,5522,12,011,110366,Broward,12011110366
53494,5995,12,011,110367,Broward,12011110367
150896,3077,12,011,110368,Broward,12011110368
102363,5993,12,011,110402,Broward,12011110402
77361,4792,12,011,110403,Broward,12011110403
71864,6872,12,011,110404,Broward,12011110404
78599,3996,12,011,110501,Broward,12011110501
77399,5449,12,011,110502,Broward,12011110502
71844,5497,12,011,110600,Broward,12011110600
-666666666,1,12,011,980000,Broward,12011980000
-666666666,0,12,011,990000,Broward,12011990000
89659,2964,12,099,000102,Palm Beach,12099000102
159853,2035,12,099,000103,Palm Beach,12099000103
67059,4596,12,099,000104,Palm Beach,12099000104
67421,7029,12,099,000202,Palm Beach,12099000202
73618,3735,12,099,000204,Palm Beach,12099000204
129167,4660,12,099,000208,Palm Beach,12099000208
109255,6852,12,099,000210,Palm Beach,12099000210
152727,3976,12,099,000211,Palm Beach,12099000211
62145,2986,12,099,000213,Palm Beach,12099000213
140553,6994,12,099,000214,Palm Beach,12099000214
107765,3510,12,099,000216,Palm Beach,12099000216
86023,4431,12,099,000217,Palm Beach,12099000217
